candidate_id,source,title,composer_normalized,grade,grade_source,predicted_grade,composite_percentile,midi_max_pct,max_chord_stack_pct,voice_count_max_pct,polyphonic_measure_ratio_pct,measure_count_pct
guitarloot:Scores/EnglishMusic/Dowland/LothDepartGtr,guitarloot,Loth to Depart (Poulton 69),John Dowland,8,delcamp-eric-crouch,8,84.0,80.8,91.4,92.4,60.6,94.6
guitarloot:Scores/EnglishMusic/Dowland/MelancholyGalliardGtrDiPad,guitarloot,Melancholy Galliard (Poulton 25),John Dowland,8,delcamp-eric-crouch,7,59.6,63.6,54.9,92.4,16.8,70.7
guitarloot:Scores/EnglishMusic/Dowland/MignardaEGtr,guitarloot,Mignarda (M. Henry Noel's Galliard),John Dowland,8,delcamp-eric-crouch,7,75.3,50.7,91.4,92.4,60.6,81.5
guitarloot:Scores/EnglishMusic/Dowland/NoTitleP51.iPad,guitarloot,A Piece Without Title (Poulton 51),John Dowland,8,delcamp-eric-crouch,7,64.5,92.5,54.9,92.4,60.6,21.9
guitarloot:Scores/EnglishMusic/Dowland/P58ShoemakersWife,guitarloot,The Shoemaker's Wife,John Dowland,8,delcamp-eric-crouch,6,51.7,50.7,54.9,59.8,60.6,32.4
guitarloot:Scores/EnglishMusic/Dowland/PavanP94Gtr,guitarloot,Pavan,Attr. John Dowland,8,delcamp-eric-crouch,7,72.5,92.5,54.9,59.8,60.6,94.6
guitarloot:Scores/EnglishMusic/Dowland/PraeGtr,guitarloot,Praeambulum,Attr. John Dowland,8,delcamp-eric-crouch,6,53.7,71.4,54.9,59.8,60.6,21.9
guitarloot:Scores/EnglishMusic/Dowland/Preludium98EGtr,guitarloot,Preludium,John Dowland,8,delcamp-eric-crouch,6,50.5,50.7,54.9,59.8,60.6,26.8
guitarloot:Scores/EnglishMusic/Dowland/RobinGtr,guitarloot,Robin,John Dowland,8,delcamp-eric-crouch,7,69.7,50.7,91.4,59.8,60.6,86.1
guitarloot:Scores/EnglishMusic/Dowland/SolusCumSolaGtriPad,guitarloot,Solus cum Sola,John Dowland,8,delcamp-eric-crouch,7,69.1,80.8,54.9,92.4,60.6,56.9
guitarloot:Scores/EnglishMusic/Dowland/SolusSineSolaGtrA,guitarloot,Brigide Fleetwood's Pavan (Solus Sine Sola),John Dowland,8,delcamp-eric-crouch,7,60.4,50.7,54.9,59.8,60.6,76.1
guitarloot:Scores/EnglishMusic/Dowland/TarletonJigGtr,guitarloot,Tarleton's Jig,John Dowland,8,delcamp-eric-crouch,6,53.2,80.8,54.9,59.8,60.6,10.0
guitarloot:Scores/EnglishMusic/Dowland/WhatDay79.Gtr.iPad,guitarloot,What If A Day,John Dowland,8,delcamp-eric-crouch,7,58.7,80.8,54.9,59.8,60.6,37.6
guitarloot:Scores/EnglishMusic/ELB//Sellinger,guitarloot,Sellinger's Round,Anon,5,delcamp-eric-crouch,7,72.8,92.5,54.9,59.8,60.6,96.0
guitarloot:Scores/EnglishMusic/ELB/06v.BlundevillesPavane.GtrV5,guitarloot,John Blundevilles Last Farewell (Pavan),William Hollis,8,delcamp-eric-crouch,7,63.7,80.8,54.9,59.8,60.6,62.4
guitarloot:Scores/EnglishMusic/ELB/07.GalliardAnonHirschGtr,guitarloot,Galliard 7,Anon. Hisch Lute book f.4,4,delcamp-eric-crouch,6,48.0,36.5,16.2,59.8,60.6,67.1
guitarloot:Scores/EnglishMusic/ELB/10v.Prelude.GtrD,guitarloot,Prelude,Anon (Cosens Lute Book,5,delcamp-eric-crouch,7,59.1,63.6,54.9,59.8,60.6,56.9
guitarloot:Scores/EnglishMusic/ELB/11.Galliard.HirschAnon.Gtr,guitarloot,Galliard 11,Anon,4,delcamp-eric-crouch,6,50.5,50.7,54.9,59.8,16.8,70.7
guitarloot:Scores/EnglishMusic/ELB/133Grimstock.Gtr,guitarloot,Grimstock,Anon,6,delcamp-eric-crouch,6,39.6,36.5,16.2,59.8,60.6,25.0
guitarloot:Scores/EnglishMusic/ELB/26vMallSimsPickeringGtr,guitarloot,Mall Sims,Anon. ? Hans Leo Hassler,7,delcamp-eric-crouch,8,80.7,92.5,91.4,59.8,60.6,99.1
guitarloot:Scores/EnglishMusic/ELB/29bAllemandeEGtr,guitarloot,Allemande,"Anon, Pickering Lute Book",7,delcamp-eric-crouch,7,62.4,92.5,54.9,59.8,60.6,44.2
guitarloot:Scores/EnglishMusic/ELB/33.GalliardGtrRev,guitarloot,Galliard,Anon. (Cosens Lute Book,5,delcamp-eric-crouch,7,68.9,92.5,54.9,92.4,60.6,44.2
guitarloot:Scores/EnglishMusic/ELB/34v.SmythPavaneGtr,guitarloot,Pavane,Thomas Smyth,8,delcamp-eric-crouch,7,67.8,63.6,91.4,59.8,60.6,63.8
guitarloot:Scores/EnglishMusic/ELB/35b.SmythGalliard.Gtr,guitarloot,Galliard,Thomas Smyth,8,delcamp-eric-crouch,7,70.0,98.7,91.4,59.8,60.6,39.8
guitarloot:Scores/EnglishMusic/ELB/36v.LachrimaeGtrCK,guitarloot,Lachrimae Pavan CK,"Anon ""CK"" (Cosens Lute Book",5,delcamp-eric-crouch,7,70.3,50.7,54.9,92.4,60.6,93.0
guitarloot:Scores/EnglishMusic/ELB/39.CKFantasy.Gtr,guitarloot,Fantasy,"Anon ""CK"" (Cosens Lute Book",5,delcamp-eric-crouch,7,73.8,63.6,91.4,59.8,60.6,93.4
guitarloot:Scores/EnglishMusic/ELB/39AnonCourante,guitarloot,Courante (39),"Anon, Pickering Lute Book",7,delcamp-eric-crouch,7,55.5,92.5,54.9,59.8,14.4,55.7
guitarloot:Scores/EnglishMusic/ELB/40AnonAllemandeGtrV2,guitarloot,Allemande (40r),"Anon, Pickering Lute Book",7,delcamp-eric-crouch,7,64.1,92.5,91.4,59.8,15.4,61.6
guitarloot:Scores/EnglishMusic/ELB/42.CavendishGalliard.Gtr,guitarloot,Cavendish Galliard,Michael Cavendish,8,delcamp-eric-crouch,7,60.6,80.8,54.9,59.8,60.6,47.1
guitarloot:Scores/EnglishMusic/ELB/44CouranteGaultier,guitarloot,Courante,?Gaultier,7,delcamp-eric-crouch,5,29.3,36.5,54.9,19.8,10.1,25.0
guitarloot:Scores/EnglishMusic/ELB/45vAnonAllemandeGtr,guitarloot,Allemande (45v),"Anon, Pickering Lute Book",7,delcamp-eric-crouch,7,63.4,97.3,54.9,59.8,60.6,44.2
guitarloot:Scores/EnglishMusic/ELB/46AnonAllemandeGtr,guitarloot,Allemande (46),"Anon, Pickering Lute Book",7,delcamp-eric-crouch,6,39.1,50.7,16.2,59.8,60.6,8.3
guitarloot:Scores/EnglishMusic/ELB/46bAnonSarabande,guitarloot,Sarabande,"Anon, Pickering Lute Book",7,delcamp-eric-crouch,6,53.7,71.4,54.9,59.8,60.6,21.9
guitarloot:Scores/EnglishMusic/ELB/46v.LadyNorthsGalliardE.Gtr,guitarloot,Lady North's Galliard,Anon,5,delcamp-eric-crouch,7,63.8,71.4,54.9,59.8,60.6,72.5
guitarloot:Scores/EnglishMusic/ELB/46vSarabande,guitarloot,Le Sarabande,"Germain Pinel, Pickering Lute Book",7,delcamp-eric-crouch,6,42.4,42.9,16.2,59.8,60.6,32.4
guitarloot:Scores/EnglishMusic/ELB/47SmythGalliard.Gtr,guitarloot,Galliard,Thomas Smyth,8,delcamp-eric-crouch,7,78.5,80.8,91.4,92.4,60.6,67.1
guitarloot:Scores/EnglishMusic/ELB/47v.VautorAllemandeGtr,guitarloot,Allemande,Thomas Vautor (Cosens Lute Book,8,delcamp-eric-crouch,6,45.1,50.7,54.9,59.8,13.1,47.1
guitarloot:Scores/EnglishMusic/ELB/48GaultierNightingaleGtr,guitarloot,Nightingale,Gaultier,7,delcamp-eric-crouch,7,65.6,92.5,54.9,59.8,60.6,60.2
guitarloot:Scores/EnglishMusic/ELB/50.gtGalliard.Gtr,guitarloot,Galliard,Anon. ?Thomas Smyth,8,delcamp-eric-crouch,7,74.3,92.5,91.4,59.8,60.6,67.1
guitarloot:Scores/EnglishMusic/ELB/50vJigGtr,guitarloot,Jig,"Anon, Pickering Lute Book",7,delcamp-eric-crouch,6,47.6,92.5,54.9,19.8,60.6,10.0
guitarloot:Scores/EnglishMusic/ELB/51HornpipeGtr,guitarloot,Hornpipe,"Anon, Pickering Lute Book",7,delcamp-eric-crouch,6,38.8,50.7,16.2,59.8,60.6,6.7
guitarloot:Scores/EnglishMusic/ELB/Alman13Gtr,guitarloot,13. Alman,Anon; Willoughby Lute Book ff.17v-18r,7,delcamp-eric-crouch,7,56.6,63.6,54.9,59.8,60.6,44.2
guitarloot:Scores/EnglishMusic/ELB/Anthony3v2,guitarloot,Anthony Pavan,?Anthony de Countie,7,delcamp-eric-crouch,7,56.8,12.5,54.9,92.4,60.6,63.8
guitarloot:Scores/EnglishMusic/ELB/Anthony4v2,guitarloot,Anthony Pavan,?Anthony de Countie,7,delcamp-eric-crouch,7,64.9,63.6,54.9,92.4,60.6,53.2
guitarloot:Scores/EnglishMusic/ELB/BellAlmayneEGtr,guitarloot,Bell Almayne,Margaret Board Lute Book f.31,5,delcamp-eric-crouch,7,63.6,92.5,54.9,59.8,60.6,50.4
guitarloot:Scores/EnglishMusic/ELB/BrewsterPavan.iPad,guitarloot,Brewster's Pavan,Anon,7,delcamp-eric-crouch,6,48.8,36.5,54.9,59.8,60.6,32.4
guitarloot:Scores/EnglishMusic/ELB/ChacogneGtrRev,guitarloot,Chacogne,Anon,5,delcamp-eric-crouch,6,54.4,24.2,54.9,59.8,60.6,72.5
guitarloot:Scores/EnglishMusic/ELB/ChaconeRobartsGtrWeb,guitarloot,Chacone,Anon,4,delcamp-eric-crouch,7,78.3,92.5,91.4,59.8,60.6,87.5
guitarloot:Scores/EnglishMusic/ELB/CorantoBGtr,guitarloot,Coranto,Anon,5,delcamp-eric-crouch,7,55.3,63.6,54.9,59.8,18.6,79.8
guitarloot:Scores/EnglishMusic/ELB/DelacourtGtrAS,guitarloot,The Delacourt Pavan,Anon,5,delcamp-eric-crouch,7,68.5,63.6,91.4,59.8,60.6,67.1
guitarloot:Scores/EnglishMusic/ELB/Doompe,guitarloot,A Doomp,Anon,6,delcamp-eric-crouch,6,51.2,63.6,54.9,19.8,60.6,56.9
guitarloot:Scores/EnglishMusic/ELB/Eglantine,guitarloot,The Eglantine Branche,Anon,5,delcamp-eric-crouch,6,52.8,50.7,54.9,92.4,60.6,5.2
guitarloot:Scores/EnglishMusic/ELB/Fantasia29Gtr,guitarloot,Fantasy 29,Anon: Hirsch Lute Book,4,delcamp-eric-crouch,6,54.5,42.9,54.9,59.8,60.6,54.6
guitarloot:Scores/EnglishMusic/ELB/FantasieGtrRev.iPad,guitarloot,Fansie (Fantasia),Anon,7,delcamp-eric-crouch,7,62.7,80.8,54.9,59.8,19.6,98.4
guitarloot:Scores/EnglishMusic/ELB/Fantasy51AnonGtrA,guitarloot,51. Fantasy,Anon: Hirsch Lute Book,4,delcamp-eric-crouch,7,58.8,92.5,54.9,59.8,11.9,75.1
guitarloot:Scores/EnglishMusic/ELB/FlatPavan.Gtr,guitarloot,The Flat Pavan,Anon,6,delcamp-eric-crouch,6,40.8,36.5,54.9,19.8,60.6,32.4
guitarloot:Scores/EnglishMusic/ELB/FrenchTuneEGtr,guitarloot,The French Tune,? P Guedron,6,delcamp-eric-crouch,6,46.7,36.5,54.9,59.8,60.6,21.9
guitarloot:Scores/EnglishMusic/ELB/GallFlat.Gtr,guitarloot,Galliard to the Flat Pavan,Anon,6,delcamp-eric-crouch,6,54.0,27.8,54.9,59.8,60.6,67.1
guitarloot:Scores/EnglishMusic/ELB/Galliard15Gtr,guitarloot,Galliard,Anon,7,delcamp-eric-crouch,7,55.8,36.5,54.9,59.8,60.6,67.1
guitarloot:Scores/EnglishMusic/ELB/Gillyflower,guitarloot,Gillyflower,Anon,5,delcamp-eric-crouch,5,30.2,50.7,54.9,19.8,9.3,16.2
guitarloot:Scores/EnglishMusic/ELB/Ground19Gtr,guitarloot,19.Ground,Anon: Hirsch Lute Book,4,delcamp-eric-crouch,7,57.2,63.6,54.9,59.8,60.6,47.1
guitarloot:Scores/EnglishMusic/ELB/Halls%20Galliard,guitarloot,Hall's Galliard,?Richard Green,7,delcamp-eric-crouch,7,61.0,36.5,91.4,59.8,60.6,56.9
guitarloot:Scores/EnglishMusic/ELB/JoaneMaypole,guitarloot,Joane to the Maypole,Anon,5,delcamp-eric-crouch,6,47.0,50.7,54.9,19.8,60.6,49.2
guitarloot:Scores/EnglishMusic/ELB/JohnKissNowGtr,guitarloot,John Come Kiss Me Now,Anon,6,delcamp-eric-crouch,7,68.5,71.4,54.9,59.8,60.6,96.0
guitarloot:Scores/EnglishMusic/ELB/MadTom,guitarloot,Mad Tom of Bedlam,Anon,6,delcamp-eric-crouch,7,58.7,63.6,54.9,59.8,60.6,54.6
guitarloot:Scores/EnglishMusic/ELB/MarshSellGtr,guitarloot,Sellenger's Round,Anon,6,delcamp-eric-crouch,7,55.6,63.6,54.9,19.8,60.6,79.0
guitarloot:Scores/EnglishMusic/ELB/New%20Almaine,guitarloot,A New Almaine,Anon,7,delcamp-eric-crouch,7,62.7,50.7,54.9,59.8,60.6,87.5
guitarloot:Scores/EnglishMusic/ELB/Pavan.Dd.5.78.Gtr,guitarloot,Pavan (Dd.5.78.3;1v-2r),Anon 16th Century,6,delcamp-eric-crouch,7,55.6,50.7,54.9,59.8,60.6,51.9
guitarloot:Scores/EnglishMusic/ELB/QuandoClaroGtr.iPad,guitarloot,"Quando Claro, Quando Claro?",Anon,7,delcamp-eric-crouch,7,75.8,80.8,54.9,92.4,60.6,90.5
guitarloot:Scores/EnglishMusic/ELB/SoucheGtr,guitarloot,Lord Souches Maske,Anon,6,delcamp-eric-crouch,6,53.5,50.7,54.9,19.8,60.6,81.5
guitarloot:Scores/EnglishMusic/ELB/StrangeGallGtr,guitarloot,Lord Strang's Galliard,Anon,6,delcamp-eric-crouch,7,69.8,63.6,91.4,59.8,60.6,73.5
guitarloot:Scores/EnglishMusic/ELB/Teares8Gtr.iPad,guitarloot,Mrs EB Teares,Anon 16th Century,6,delcamp-eric-crouch,7,62.4,92.5,54.9,59.8,60.6,44.2
guitarloot:Scores/EnglishMusic/ELB/Teares9Gtr.iPad,guitarloot,Teares (A Lament),Anon. 16th century,6,delcamp-eric-crouch,7,59.5,63.6,54.9,59.8,60.6,58.8
guitarloot:Scores/EnglishMusic/ELB/TomBedlamGtr,guitarloot,Poor Tom of Bedlam,Anon,6,delcamp-eric-crouch,7,61.1,50.7,54.9,92.4,60.6,47.1
guitarloot:Scores/EnglishMusic/ELB/Woodbynde,guitarloot,The Wood Bynde,Anon,5,delcamp-eric-crouch,6,53.3,50.7,54.9,92.4,60.6,7.9
guitarloot:Scores/EnglishMusic/Ferrabosco/BandFant1Gtr.iPad,guitarloot,Bandora Fantasia No.1,Alfonso Ferrabosco 1,7,delcamp-eric-crouch,7,61.1,88.4,54.9,59.8,14.7,87.9
guitarloot:Scores/EnglishMusic/Ferrabosco/BandFant2.iPad,guitarloot,Bandora Fantasia No.2,Alfonso Ferrabosco 1,7,delcamp-eric-crouch,7,59.5,63.6,54.9,92.4,11.9,75.1
guitarloot:Scores/EnglishMusic/Ferrabosco/BandFant4Gtr.iPad,guitarloot,BANDORA FANTASIA No.4,Alfonso Ferrabosco I,7,delcamp-eric-crouch,7,64.0,80.8,54.9,92.4,17.5,74.4
guitarloot:Scores/EnglishMusic/Ferrabosco/BandPavGtr,guitarloot,Bandora Pavan,Alfonso Ferrabosco 1,7,delcamp-eric-crouch,7,66.6,63.6,54.9,92.4,60.6,61.6
guitarloot:Scores/EnglishMusic/Ferrabosco/Pavan(Varietie)Gtr.iPad,guitarloot,Lute Pavan No.1,Alfonso Ferrabosco,7,delcamp-eric-crouch,7,61.1,42.9,54.9,59.8,60.6,87.5
guitarloot:Scores/EnglishMusic/Holborne/44%20AlmaineGtr,guitarloot,Lute Almaine (The Choyce),Anthony Holborne,6,delcamp-eric-crouch,6,52.7,50.7,54.9,59.8,60.6,37.6
guitarloot:Scores/EnglishMusic/Holborne/47HollyGtr,guitarloot,As it fell on a Holiday*,Anthony Holborne,6,delcamp-eric-crouch,6,44.4,36.5,54.9,59.8,60.6,10.0
guitarloot:Scores/EnglishMusic/Holborne/BandFant1.Gtr.iPad,guitarloot,Bandora Fantasia 1,Anthony Holborne,6,delcamp-eric-crouch,6,47.7,50.7,54.9,59.8,10.8,62.4
guitarloot:Scores/EnglishMusic/Holborne/BandFant2.Gtr.Arr,guitarloot,Bandora Fantasia 2,Anthony Holborne,6,delcamp-eric-crouch,7,65.5,80.8,54.9,92.4,13.9,85.6
guitarloot:Scores/EnglishMusic/Holborne/BandFant3.iPad,guitarloot,Bandora Fantasia 3,Anthony Holborne,6,delcamp-eric-crouch,6,54.4,50.7,54.9,92.4,11.1,63.0
guitarloot:Scores/EnglishMusic/Holborne/BandFant4.iPad,guitarloot,Bandora Fantasia 4,Anthony Holborne,6,delcamp-eric-crouch,6,53.4,63.6,54.9,59.8,16.8,71.9
guitarloot:Scores/EnglishMusic/Holborne/BandGall1Gtr,guitarloot,Bandora Galliard 1 - Lullaby,Anthony Holborne,6,delcamp-eric-crouch,7,62.4,92.5,54.9,59.8,60.6,44.2
guitarloot:Scores/EnglishMusic/Holborne/BandGall2Gtr,guitarloot,Bandora Galliard 2,Anthony Holborne,6,delcamp-eric-crouch,6,50.1,36.5,54.9,59.8,60.6,38.9
guitarloot:Scores/EnglishMusic/Holborne/BandPav2Gtr,guitarloot,Bandora Pavan 2,Anthony Holborne,6,delcamp-eric-crouch,7,63.1,71.4,91.4,59.8,60.6,32.4
guitarloot:Scores/EnglishMusic/Holborne/BandPav3Gtr,guitarloot,Bandora Pavan 3,Anthony Holborne,6,delcamp-eric-crouch,7,55.7,63.6,54.9,59.8,60.6,39.8
guitarloot:Scores/EnglishMusic/Holborne/BandPav4Gtr,guitarloot,Bandora Pavan 4,Anthony Holborne,6,delcamp-eric-crouch,7,62.3,71.4,54.9,92.4,60.6,32.4
guitarloot:Scores/EnglishMusic/Holborne/BandPav5Gtr.iPad,guitarloot,Bandora Pavan 5,Anthony Holborne,6,delcamp-eric-crouch,7,68.0,50.7,54.9,92.4,60.6,81.5
guitarloot:Scores/EnglishMusic/Holborne/BandPav6Gtr,guitarloot,Bandora Pavan 6,Anthony Holborne,6,delcamp-eric-crouch,6,54.2,63.6,54.9,59.8,60.6,32.4
guitarloot:Scores/EnglishMusic/Holborne/BondGallGtr,guitarloot,Mr. Bond's Galliard (Nec Invideo),Anthony Holborne,6,delcamp-eric-crouch,7,65.0,80.8,91.4,59.8,60.6,32.4
guitarloot:Scores/EnglishMusic/Holborne/ChosesGtrArev2.iPad,guitarloot,Tres Choses,Anthony Holborne,6,delcamp-eric-crouch,7,78.4,92.5,54.9,92.4,60.6,91.8
guitarloot:Scores/EnglishMusic/Holborne/ClarkesGalliard.Gtr,guitarloot,Clarke's Galliard,Anthony Holborne,6,delcamp-eric-crouch,7,62.3,36.5,54.9,92.4,60.6,67.1
guitarloot:Scores/EnglishMusic/Holborne/CradleConceitsGtrAS,guitarloot,Pavan - The Cradle of Conceits,Anthony Holborne,6,delcamp-eric-crouch,7,58.6,50.7,54.9,59.8,60.6,67.1
guitarloot:Scores/EnglishMusic/Holborne/FairyRound.Gtr,guitarloot,The Fairy Round,Anthony Holborne,6,delcamp-eric-crouch,7,58.6,50.7,54.9,59.8,60.6,67.1
guitarloot:Scores/EnglishMusic/Holborne/FantasyHolb01GtrAlt,guitarloot,Lute Fantasia 1,Anthoy Holborne,6,delcamp-eric-crouch,7,65.5,63.6,54.9,59.8,60.6,88.7
guitarloot:Scores/EnglishMusic/Holborne/Farewell.Gtr.Arr,guitarloot,Galliard - Farewell,Anthony Holborne,6,delcamp-eric-crouch,7,67.6,50.7,91.4,59.8,60.6,75.5
guitarloot:Scores/EnglishMusic/Holborne/Galliard.PassionGtr,guitarloot,Passion (Galliard),Anthony Holborne,6,delcamp-eric-crouch,7,61.5,63.6,91.4,59.8,60.6,32.4
guitarloot:Scores/EnglishMusic/Holborne/Galliard16Gtr,guitarloot,Galliard 16,Anthony Holborne,6,delcamp-eric-crouch,7,59.6,80.8,54.9,59.8,60.6,42.1
guitarloot:Scores/EnglishMusic/Holborne/Galliard17gtr,guitarloot,Galliard 17,Anthony Holborne,6,delcamp-eric-crouch,6,48.8,36.5,54.9,59.8,60.6,32.4
guitarloot:Scores/EnglishMusic/Holborne/GroundGtr,guitarloot,A Ground,Anthony Holborne,6,delcamp-eric-crouch,6,43.1,36.5,16.2,92.4,60.6,10.0
guitarloot:Scores/EnglishMusic/Holborne/HeartseaseGtr,guitarloot,Heart's Ease (Almain),Anthony Holborne,6,delcamp-eric-crouch,7,59.2,50.7,54.9,92.4,60.6,37.6
guitarloot:Scores/EnglishMusic/Holborne/HeresPaternusGtr,guitarloot,Pavan - Heres Paternus,Anthony Holborne,6,delcamp-eric-crouch,7,62.5,63.6,54.9,92.4,60.6,40.9
guitarloot:Scores/EnglishMusic/Holborne/NightWatch.iPad,guitarloot,The Night Watch,Anthony Holborne,6,delcamp-eric-crouch,7,62.8,80.8,91.4,92.4,11.6,37.6
guitarloot:Scores/EnglishMusic/Holborne/PavanBonaSperenzaGtr,guitarloot,Pavan - Bona Sperenza,Anthony Holborne,6,delcamp-eric-crouch,7,55.3,63.6,54.9,59.8,60.6,37.6
guitarloot:Scores/EnglishMusic/Holborne/PembPavRev.iPad,guitarloot,Pavan - The Countess of Pembroke's Paradise,Anthony Holborne,6,delcamp-eric-crouch,6,47.7,36.5,54.9,59.8,60.6,26.8
guitarloot:Scores/EnglishMusic/Holborne/ReadeAlmaine.Gtr,guitarloot,Lute Almaine 4 (Reade's Almaine),Anthony Holborne,6,delcamp-eric-crouch,7,65.5,80.8,54.9,92.4,60.6,38.9
guitarloot:Scores/EnglishMusic/Holborne/ResponseGalliardGtr,guitarloot,Response Galliard,Anthony Holborne,6,delcamp-eric-crouch,7,68.8,50.7,91.4,59.8,60.6,81.5
guitarloot:Scores/EnglishMusic/Holborne/TearsMusesGtrArr,guitarloot,Tears of the Muses (Galliard),Anthony Holborne,6,delcamp-eric-crouch,7,62.1,63.6,54.9,92.4,60.6,38.9
guitarloot:Scores/EnglishMusic/Holborne/VarGordianGtrAS,guitarloot,The Gordian Knot,Anthony Holborne,6,delcamp-eric-crouch,7,69.7,63.6,54.9,92.4,60.6,76.9
guitarloot:Scores/EnglishMusic/Holborne/Will2EGtr,guitarloot,Pavan - Last Will and Testament,Anthony Holborne,6,delcamp-eric-crouch,7,62.3,36.5,54.9,92.4,60.6,67.1
guitarloot:Scores/EnglishMusic/Johnson/01.FantasiaJGtr.iPad,guitarloot,Fantasia,Robert Johnson,7,delcamp-eric-crouch,7,66.3,97.3,91.4,59.8,15.9,67.1
guitarloot:Scores/EnglishMusic/Johnson/02.PavanGtrArr,guitarloot,Pavan 02,Robert Johnson,7,delcamp-eric-crouch,8,84.7,80.8,91.4,92.4,60.6,98.1
guitarloot:Scores/EnglishMusic/Johnson/05.MildmayGtr.Folger,guitarloot,Galliard - My Lady Mildemay’s Delight,Robert Johnson,7,delcamp-eric-crouch,7,69.9,80.8,54.9,92.4,60.6,60.9
guitarloot:Scores/EnglishMusic/Johnson/NobleMensMasqueEGtr,guitarloot,The Noble Man,?Robert Johnson,7,delcamp-eric-crouch,7,70.4,92.5,54.9,59.8,60.6,84.3
guitarloot:Scores/EnglishMusic/Other/10.PavanLupo.Gtr,guitarloot,Pavan 10,?Ambrose Lupo,8,delcamp-eric-crouch,7,66.0,63.6,54.9,59.8,60.6,91.1
guitarloot:Scores/EnglishMusic/Other/32bEnglishHuntsUpp.Gtr,guitarloot,The English Hunt's Up,John Whitfield,8,delcamp-eric-crouch,6,49.9,36.5,54.9,59.8,60.6,37.6
guitarloot:Scores/EnglishMusic/Other/35vDaphneCorridonD,guitarloot,"Daphne & Corridon (or Tell Me, Daphne)",John Whitfield,8,delcamp-eric-crouch,7,70.8,97.3,54.9,59.8,60.6,81.5
guitarloot:Scores/EnglishMusic/Other/Alman90Gtr,guitarloot,Alman,Martin Peerson,7,delcamp-eric-crouch,7,64.7,71.4,54.9,92.4,60.6,44.2
guitarloot:Scores/EnglishMusic/Other/BulmanPavGtr.iPad,guitarloot,Pavan,Baruch Bulman,8,delcamp-eric-crouch,7,66.5,63.6,91.4,59.8,60.6,56.9
guitarloot:Scores/EnglishMusic/Other/Fansyegtr.iPad,guitarloot,Fansye (Fantasy),Newman,8,delcamp-eric-crouch,7,55.7,50.7,16.2,92.4,60.6,58.8
guitarloot:Scores/EnglishMusic/Other/Fantasia4GtrArrF.iPad,guitarloot,Lute Fantasia 4,Cuthbert Hely,8,delcamp-eric-crouch,7,71.5,97.3,54.9,92.4,17.8,95.2
guitarloot:Scores/EnglishMusic/Other/Fantasy03RGtr,guitarloot,Fantasia 3,Cuthbert Hely,8,delcamp-eric-crouch,6,52.8,12.5,54.9,59.8,60.6,76.1
guitarloot:Scores/EnglishMusic/Other/FlatTuneGtr.iPad,guitarloot,Mr. Lawes flat tune,William Lawes,7,delcamp-eric-crouch,7,59.0,63.6,54.9,92.4,60.6,23.5
guitarloot:Scores/EnglishMusic/Other/Galliard23Gtr,guitarloot,Galliard 23,Edward Pierce,8,delcamp-eric-crouch,6,53.1,50.7,54.9,59.8,60.6,39.8
guitarloot:Scores/EnglishMusic/Other/InNomineGalliard,guitarloot,In Nomine Galliard,Nicholas Strogers,8,delcamp-eric-crouch,7,57.5,50.7,54.9,59.8,60.6,61.6
guitarloot:Scores/EnglishMusic/Other/InNominePavan,guitarloot,In Nomine Pavan,Nicholas Strogers,8,delcamp-eric-crouch,7,77.2,50.7,91.4,92.4,60.6,91.1
guitarloot:Scores/EnglishMusic/Other/Pavane1BassanoGtr,guitarloot,La Vecchia Pavane 1,Augustine Bassano,8,delcamp-eric-crouch,7,70.3,92.5,91.4,59.8,60.6,47.1
guitarloot:Scores/EnglishMusic/Other/Pavane2BassanoGtr,guitarloot,La Vecchia Pavane 2,Augustine Bassano,8,delcamp-eric-crouch,7,61.6,80.8,54.9,59.8,60.6,51.9
guitarloot:Scores/EnglishMusic/Other/PipersPavanPGtr,guitarloot,Pipers Paven.,MARTIN PEERSON,7,delcamp-eric-crouch,7,79.7,98.7,54.9,92.4,60.6,91.8
guitarloot:Scores/EnglishMusic/Other/Prelude6Arr,guitarloot,Prelude 6,Cuthbert Hely,8,delcamp-eric-crouch,7,62.9,92.5,91.4,59.8,60.6,10.0
guitarloot:Scores/EnglishMusic/Other/Prelude8Gtr,guitarloot,Prelude 8,Cuthbert Hely,8,delcamp-eric-crouch,7,60.7,50.7,91.4,59.8,60.6,40.9
guitarloot:Scores/EnglishMusic/Other/PrimroseGtrArr,guitarloot,The Primrose,Martin Peerson,7,delcamp-eric-crouch,7,65.3,71.4,54.9,92.4,60.6,47.1
guitarloot:Scores/EnglishMusic/Other/SarabandGtrL.iPad,guitarloot,Sarabande,William Lawes,7,delcamp-eric-crouch,6,36.6,36.5,16.2,59.8,60.6,10.0
guitarloot:Scores/EnglishMusic/Other/StrangsGregoryGtr,guitarloot,"""Mr Strangs Gregory hitts""",?John Whitfield,8,delcamp-eric-crouch,7,61.0,97.3,54.9,59.8,60.6,32.4
guitarloot:Scores/EnglishMusic/Other/leafeGtr.iPad,guitarloot,The Fall of the Leaf,Martin Peerson,7,delcamp-eric-crouch,7,61.1,50.7,54.9,92.4,60.6,47.1
guitarloot:Scores/EnglishMusic/Pilkington/6Galliard6GtriPad,guitarloot,Galliard (6),Francis Pilkington,6,delcamp-eric-crouch,7,67.7,98.7,91.4,59.8,16.8,71.9
